Absolute Time (s),Current (A),Voltage (V)
36.9902165774231,0.0276841,5.0
37.000216577423096,0.027684,5.0
37.010216577423094,0.0276843,5.0
37.0202165774231,0.0276843,5.0
37.0302165774231,0.0276842,5.0
37.040216577423095,0.0276844,5.0
37.05021657742309,0.0276846,5.0
37.0602165774231,0.0276842,5.0
37.070216577423096,0.0276842,5.0
37.080216577423094,0.0276841,5.0
37.09021657742309,0.0276843,5.0
37.1002165774231,0.0276842,5.0
37.110216577423095,0.0276845,5.0
37.12021657742309,0.0276843,5.0
37.1302165774231,0.0276842,5.0
37.1402165774231,0.0276842,5.0
37.150216577423095,0.0276845,5.0
37.16021657742309,0.0276843,5.0
37.1702165774231,0.0276845,5.0
37.180216577423096,0.0276842,5.0
37.190216577423094,0.0276842,5.0
37.2002165774231,0.0276844,5.0
37.2102165774231,0.0276846,5.0
37.220216577423095,0.0276845,5.0
37.23021657742309,0.0276842,5.0
37.2402165774231,0.0276842,5.0
37.250216577423096,0.0276846,5.0
37.260216577423094,0.0276845,5.0
37.2702165774231,0.0276844,5.0
37.2802165774231,0.0276845,5.0
37.290216577423095,0.0276844,5.0
37.30021657742309,0.0276845,5.0
37.3102165774231,0.0276846,5.0
37.320216577423096,0.0276844,5.0
37.330216577423094,0.0276843,5.0
37.34021657742309,0.0276843,5.0
37.3502165774231,0.0276843,5.0
37.360216577423095,0.0276843,5.0
37.37021657742309,0.0276843,5.0
37.3802165774231,0.0276845,5.0
37.3902165774231,0.0276845,5.0
37.400216577423095,0.0276844,5.0
37.41021657742309,0.0276844,5.0
37.4202165774231,0.0276845,5.0
37.430216577423096,0.0276846,5.0
37.440216577423094,0.0276843,5.0
37.4502165774231,0.0276844,5.0
37.4602165774231,0.0276846,5.0
37.470216577423095,0.0276843,5.0
37.48021657742309,0.0276842,5.0
37.4902165774231,0.0276843,5.0
37.500216577423096,0.0276843,5.0
37.510216577423094,0.0276844,5.0
37.5202165774231,0.0276843,5.0
37.5302165774231,0.0276842,5.0
37.540216577423095,0.0276843,4.99999
37.55021657742309,0.0276843,5.0
37.5602165774231,0.0276845,5.0
37.570216577423096,0.0276845,5.0
37.580216577423094,0.0276844,5.0
37.59021657742309,0.0276843,4.99999
37.6002165774231,0.0276844,5.0
37.610216577423095,0.0276844,5.0
37.62021657742309,0.0276845,5.0
37.6302165774231,0.0276848,5.0
37.6402165774231,0.0276845,5.0
37.650216577423095,0.0276846,5.0
37.66021657742309,0.0276843,5.0
37.6702165774231,0.0276845,5.0
37.680216577423096,0.0276844,5.0
37.690216577423094,0.0276844,5.0
37.7002165774231,0.0276843,5.0
37.7102165774231,0.0276844,5.0
37.720216577423095,0.0276841,5.0
37.73021657742309,0.0276843,5.0
37.7402165774231,0.0276841,5.0
37.750216577423096,0.0276843,5.0
37.760216577423094,0.0276842,5.0
37.7702165774231,0.0276844,5.0
37.7802165774231,0.0276844,5.0
37.790216577423095,0.0276843,5.0
37.80021657742309,0.0276844,5.0
37.8102165774231,0.0276844,5.0
37.820216577423096,0.0276843,5.0
37.99485516548157,0.005,0.90487
38.00044316548157,0.0276833,5.0
38.01044316548157,0.0276833,4.99999
38.020443165481566,0.0276835,5.0
38.030443165481564,0.0276836,5.0
38.04044316548157,0.0276838,5.0
38.05044316548157,0.0276838,5.0
38.060443165481566,0.0276839,5.0
38.07044316548157,0.0276839,5.0
