Absolute Time (s),Current (A),Voltage (V)
0.02404086102294922,-3.7e-06,4.99999
0.024240861022949218,-4.2e-06,4.99999
0.02444086102294922,-3.6e-06,4.99998
0.02464086102294922,-3.6e-06,4.99993
0.024840861022949218,-3.4e-06,4.99997
0.02504086102294922,-3.4e-06,5.00006
0.02524086102294922,-3.3e-06,5.0
0.025440861022949218,-3.7e-06,5.0
0.02564086102294922,-3.6e-06,5.00002
0.02584086102294922,-3.8e-06,5.00001
0.026040861022949217,-4.3e-06,4.99996
0.02624086102294922,-3.6e-06,5.0
0.02644086102294922,-3.9e-06,5.00001
0.026640861022949217,-4.1e-06,4.99999
0.02684086102294922,-3.5e-06,4.99995
0.02704086102294922,-3.4e-06,4.99996
0.027240861022949217,-3.6e-06,4.99998
0.02744086102294922,-3.5e-06,4.99998
0.027640861022949218,-3.4e-06,4.99997
0.02784086102294922,-3.9e-06,4.99997
0.02804086102294922,-3.4e-06,4.99998
0.028240861022949218,-3.2e-06,4.99992
0.02844086102294922,-3.6e-06,4.99997
0.02864086102294922,-4.1e-06,5.00001
0.028840861022949218,-3.6e-06,5.00004
0.02904086102294922,-3.3e-06,4.99999
0.02924086102294922,-3.5e-06,5.00008
0.029440861022949218,-3.5e-06,5.00005
0.02964086102294922,-3.4e-06,5.00001
0.02984086102294922,-3.5e-06,5.00005
0.030040861022949217,-3.3e-06,4.99999
0.03024086102294922,-3.7e-06,4.99998
0.03044086102294922,-2.7e-06,4.99998
0.030640861022949217,-3.9e-06,4.99994
0.03084086102294922,-3.4e-06,5.00005
0.03104086102294922,-3.5e-06,5.0
0.031240861022949217,-3.9e-06,4.99994
0.03144086102294922,-4.1e-06,5.00005
0.03164086102294922,-3.3e-06,4.99999
0.03184086102294922,-4.2e-06,4.99998
0.032040861022949216,-3.6e-06,4.99998
0.03224086102294922,-3.8e-06,5.0
0.03244086102294922,-3e-06,5.00003
0.03264086102294922,-4.2e-06,4.99997
0.03284086102294922,-3.8e-06,4.99997
0.03304086102294922,-3.2e-06,5.00005
0.033240861022949215,-3.8e-06,4.99998
0.03344086102294922,-3.8e-06,4.99999
0.03364086102294922,-4.3e-06,5.0
0.03384086102294922,-3.7e-06,4.99997
0.03404086102294922,-3.9e-06,4.99996
0.034240861022949216,-3.8e-06,4.99996
0.03444086102294922,-2.5e-06,4.99999
0.03464086102294922,-3.7e-06,5.00001
0.03484086102294922,-3.9e-06,5.00003
0.03504086102294922,-3.2e-06,4.99999
0.03524086102294922,-3.1e-06,4.99999
0.035440861022949216,-3.5e-06,5.00003
0.03564086102294922,-3.6e-06,5.00003
0.03584086102294922,-3.8e-06,4.99995
0.03604086102294922,-3.8e-06,5.00004
0.03624086102294922,-4e-06,5.00002
0.03644086102294922,-3.8e-06,4.99999
0.036640861022949216,-3.8e-06,5.00001
0.03684086102294922,-3.3e-06,5.00002
0.03704086102294922,-3.5e-06,5.00003
0.03724086102294922,-3.7e-06,4.99999
0.03744086102294922,-3.7e-06,4.99994
0.03764086102294922,-3.2e-06,4.99996
0.037840861022949215,-4e-06,4.99992
0.03804086102294922,-3.3e-06,4.99993
0.03824086102294922,-3.6e-06,4.99994
0.03844086102294922,-3.3e-06,4.99996
0.03864086102294922,-3.9e-06,4.99993
0.038840861022949216,-2.9e-06,4.99997
0.03904086102294922,-3e-06,4.99993
0.03924086102294922,-3.5e-06,4.99995
0.03944086102294922,-4.1e-06,4.99998
0.03964086102294922,-3.8e-06,4.99996
0.03984086102294922,-3.8e-06,5.0
0.040040861022949216,-3.1e-06,5.00005
0.04024086102294922,-3.4e-06,5.00002
0.04044086102294922,-3.9e-06,4.99998
0.04064086102294922,-3.4e-06,5.00003
0.04084086102294922,-3.5e-06,5.00003
0.04104086102294922,-3.2e-06,4.99996
0.041240861022949216,-4e-06,5.0
0.04144086102294922,-3.7e-06,5.00001
0.04164086102294922,-3.4e-06,4.99994
0.04184086102294922,-3.7e-06,5.00003
0.04204086102294922,-3.6e-06,5.00002
0.042240861022949217,-4.2e-06,5.00002
0.042440861022949215,-2.9e-06,4.99998
0.04264086102294922,-3.9e-06,5.00005
0.04284086102294922,-3.7e-06,5.00002
0.04304086102294922,-4.3e-06,4.99997
0.04324086102294922,-3.8e-06,4.99996
0.043440861022949216,-3.2e-06,5.00001
0.04364086102294922,-3.5e-06,4.99999
0.04384086102294922,-3.9e-06,5.00005
0.04404086102294922,-3.1e-06,4.99999
0.04424086102294922,-3.9e-06,4.99999
0.04444086102294922,-4e-06,4.99998
0.044640861022949216,-3.9e-06,5.0
0.04484086102294922,-3.8e-06,4.99997
0.04504086102294922,-3.9e-06,5.0
0.04524086102294922,-4e-06,5.00001
0.04544086102294922,-3.3e-06,4.99997
0.04564086102294922,-3.7e-06,5.00003
0.045840861022949216,-3.7e-06,4.99999
0.04604086102294922,-3.8e-06,5.00004
0.04624086102294922,-4.3e-06,4.99994
0.04644086102294922,-3.9e-06,4.99999
0.04664086102294922,-3.5e-06,5.00001
0.046840861022949216,-3.3e-06,5.00008
0.04704086102294922,-3.8e-06,5.00001
0.04724086102294922,-3.5e-06,5.00001
0.04744086102294922,-3.5e-06,5.00003
0.04764086102294922,-3.5e-06,5.00007
0.04784086102294922,-3.2e-06,5.00004
0.048040861022949216,-3.4e-06,5.00006
0.04824086102294922,-4.1e-06,5.00001
0.04844086102294922,-3.7e-06,5.0
0.04864086102294922,-4.3e-06,4.99998
0.04884086102294922,-3.8e-06,5.00001
0.04904086102294922,-3.6e-06,4.99996
0.049240861022949216,-3.6e-06,4.99999
0.04944086102294922,-3.4e-06,4.99996
0.04964086102294922,-3.6e-06,4.99996
0.04984086102294922,-3.5e-06,4.99997
0.05004086102294922,-3.9e-06,5.0
0.05024086102294922,-4e-06,5.00001
0.050440861022949215,-3.7e-06,5.00005
0.05064086102294922,-3.3e-06,5.00003
0.05084086102294922,-3.1e-06,4.99999
0.05104086102294922,-3.6e-06,4.99996
0.05124086102294922,-4.3e-06,5.00002
0.051440861022949216,-3.5e-06,4.99998
0.05164086102294922,-2.9e-06,4.99998
0.05184086102294922,-3.5e-06,5.00008
0.05204086102294922,-3.6e-06,4.99998
0.05224086102294922,-4e-06,4.99999
0.05244086102294922,-4.1e-06,4.99998
0.052640861022949216,-3.2e-06,4.99999
0.05284086102294922,-3.9e-06,4.99995
0.05304086102294922,-3.6e-06,4.99999
0.05324086102294922,-3.6e-06,5.00002
0.05344086102294922,-4e-06,5.00001
0.05364086102294922,-3.3e-06,4.99998
0.053840861022949216,-3.8e-06,5.00001
0.05404086102294922,-3.6e-06,5.00002
0.05424086102294922,-3.5e-06,4.99995
0.05444086102294922,-4.1e-06,4.99997
0.05464086102294922,-3.3e-06,5.0
0.05484086102294922,-3.8e-06,5.00002
0.055040861022949215,-3.7e-06,4.99997
0.05524086102294922,-3.2e-06,5.00002
0.05544086102294922,-3.3e-06,4.99999
0.05564086102294922,-4e-06,4.99996
0.05584086102294922,-4.4e-06,4.99999
0.056040861022949216,-3.4e-06,5.0
0.05624086102294922,-3.7e-06,4.99999
0.05644086102294922,-4.2e-06,5.00002
0.05664086102294922,-3e-06,5.00001
0.05684086102294922,-3.3e-06,4.99994
0.05704086102294922,-3.6e-06,4.99995
0.057240861022949216,-3.3e-06,5.0
0.05744086102294922,-3.5e-06,5.00002
0.05764086102294922,-3.6e-06,4.99999
0.05784086102294922,-3.8e-06,5.00003
0.05804086102294922,-4.4e-06,5.00005
0.05824086102294922,-3.4e-06,5.00007
0.058440861022949216,-3.9e-06,5.00006
0.05864086102294922,-4e-06,5.00005
0.05884086102294922,-4e-06,5.00001
0.05904086102294922,-4e-06,5.00004
0.05924086102294922,-3.1e-06,5.00003
0.059440861022949217,-3.4e-06,5.00005
0.059640861022949215,-3.6e-06,5.00001
0.05984086102294922,-3.3e-06,4.99999
0.06004086102294922,-3.7e-06,4.99995
0.06024086102294922,-4e-06,4.99997
0.06044086102294922,-3.8e-06,5.00003
0.060640861022949216,-3.6e-06,5.00009
0.06084086102294922,-4.3e-06,4.99993
0.06104086102294922,-4.1e-06,5.00001
0.06124086102294922,-3.8e-06,4.99997
0.06144086102294922,-4e-06,4.99995
0.06164086102294922,-3.5e-06,5.00004
0.061840861022949216,-3.3e-06,4.99995
0.06204086102294922,-4.2e-06,5.00001
0.06224086102294922,-3.8e-06,5.0
0.06244086102294922,-3.2e-06,5.0
0.06264086102294922,-3.8e-06,5.00005
0.06284086102294922,-3.7e-06,5.0
0.06304086102294922,-3.6e-06,4.99999
0.06324086102294922,-3.3e-06,5.00001
0.06344086102294921,-4.2e-06,5.00001
0.06364086102294922,-3.7e-06,5.00001
0.06384086102294922,-4e-06,4.99997
0.06404086102294922,-2.9e-06,5.00004
0.06424086102294922,-3.6e-06,5.00003
0.06444086102294921,-3.5e-06,5.00001
0.06464086102294922,-4.2e-06,5.00001
0.06484086102294923,-3.3e-06,5.0
0.06504086102294922,-3.6e-06,4.99998
0.06524086102294922,-3.8e-06,4.99997
0.06544086102294921,-3.7e-06,4.99995
0.06564086102294922,-3.6e-06,4.99999
0.06584086102294921,-4.1e-06,5.0
0.06604086102294922,-4.4e-06,4.99997
0.06624086102294922,-3.7e-06,5.00002
0.06644086102294922,-3e-06,5.0
0.06664086102294922,-3.4e-06,4.99996
0.06684086102294921,-4.4e-06,5.0
0.06704086102294922,-3.8e-06,5.00008
0.06724086102294922,-4.1e-06,5.00005
0.06744086102294922,-3.5e-06,5.00003
0.06764086102294922,-4.2e-06,5.00002
0.06784086102294921,-3.3e-06,5.00005
0.06804086102294922,-3.4e-06,4.99997
0.06824086102294921,-3.8e-06,4.99999
0.06844086102294922,-3.4e-06,4.99998
0.06864086102294922,-3.8e-06,4.99999
0.06884086102294922,-3.5e-06,4.99997
0.06904086102294922,-3e-06,5.00004
0.06924086102294921,-3.1e-06,5.0
0.06944086102294922,-3.3e-06,5.00005
0.06964086102294922,-3.7e-06,4.99999
0.06984086102294922,-3.5e-06,4.99996
0.07004086102294922,-3.1e-06,4.99996
0.07024086102294921,-3.7e-06,4.99996
0.07044086102294922,-2.9e-06,4.99997
0.07064086102294923,-3e-06,5.00003
0.07084086102294922,-3.8e-06,5.0
0.07104086102294922,-4e-06,4.99999
0.07124086102294921,-3.4e-06,5.0
0.07144086102294922,-3.3e-06,5.00005
0.07164086102294921,-3.4e-06,4.99996
0.07184086102294922,-3.7e-06,4.99997
0.07204086102294922,-3e-06,5.00005
0.07224086102294922,-3.5e-06,4.99998
0.07244086102294922,-3.3e-06,5.00004
0.07264086102294921,-3.9e-06,4.99996
0.07284086102294922,-3.7e-06,5.00001
0.07304086102294922,-4.1e-06,5.0
0.07324086102294922,-3.8e-06,5.0
0.07344086102294922,-3.5e-06,4.99997
0.07364086102294921,-3.9e-06,5.00004
0.07384086102294922,-4.1e-06,4.99999
0.07404086102294923,-3.4e-06,5.00005
0.07424086102294922,-3.6e-06,4.99997
0.07444086102294922,-3.9e-06,5.00001
0.07464086102294921,-3.6e-06,5.00002
0.07484086102294922,-4e-06,5.00001
0.07504086102294921,-3.1e-06,4.99999
0.07524086102294922,-3.4e-06,5.00005
0.07544086102294922,-4e-06,4.99998
0.07564086102294922,-3.8e-06,5.00001
0.07584086102294922,-3.8e-06,4.99999
0.07604086102294921,-4e-06,5.00004
0.07624086102294922,-3.9e-06,5.00004
0.07644086102294922,-3.7e-06,5.00002
0.07664086102294922,-3.5e-06,5.0
0.07684086102294922,-3.9e-06,5.00002
0.07704086102294921,-3.9e-06,5.00001
0.07724086102294922,-4e-06,4.99997
0.07744086102294923,-3.5e-06,4.9999
0.07764086102294922,-4.2e-06,4.99993
0.07784086102294922,-4.3e-06,4.99998
0.07804086102294922,-3.5e-06,4.99995
0.07824086102294922,-4.1e-06,4.99996
0.07844086102294921,-3.7e-06,5.00001
0.07864086102294922,-4e-06,5.0
0.07884086102294922,-3.2e-06,5.00001
0.07904086102294922,-4e-06,5.00003
0.07924086102294922,-4.2e-06,5.00003
0.07944086102294921,-4.1e-06,4.99999
0.07964086102294922,-3.5e-06,5.00004
0.07984086102294922,-3.7e-06,5.00009
0.08004086102294922,-3.6e-06,5.00004
0.08024086102294922,-4.4e-06,4.99998
0.08044086102294921,-4.1e-06,4.9999
0.08064086102294922,-4.4e-06,4.99999
0.08084086102294921,-4.1e-06,4.99999
0.08104086102294922,-3.7e-06,4.99995
0.08124086102294922,-3.7e-06,5.00004
0.08144086102294922,-3.4e-06,4.99996
0.08164086102294922,-4e-06,4.99999
0.08184086102294921,-4e-06,5.00003
0.08204086102294922,-3.5e-06,4.99998
0.08224086102294922,-3.6e-06,5.00001
0.08244086102294922,-2.7e-06,5.00001
0.08264086102294922,-3.8e-06,4.99999
0.08284086102294921,-3.6e-06,4.99998
0.08304086102294922,-4e-06,5.00003
0.08324086102294923,-3.9e-06,5.0
0.08344086102294922,-3.5e-06,4.99998
0.08364086102294922,-3.3e-06,5.00002
0.08384086102294921,-3.7e-06,5.00005
0.08404086102294922,-3.8e-06,5.0
0.08424086102294921,-3.5e-06,4.99998
0.08444086102294922,-3.5e-06,4.99999
0.08464086102294922,-3.6e-06,5.00001
0.08484086102294922,-3.3e-06,5.00001
0.08504086102294922,-3.7e-06,4.99999
0.08524086102294921,-3.9e-06,5.00001
0.08544086102294922,-4e-06,5.00004
0.08564086102294922,-3.6e-06,4.99998
0.08584086102294922,-3.3e-06,5.00005
0.08604086102294922,-3.6e-06,4.99999
0.08624086102294921,-3.7e-06,4.99999
0.08644086102294922,-3.5e-06,5.00002
0.08664086102294923,-3.1e-06,5.00001
0.08684086102294922,-2.9e-06,5.00001
0.08704086102294922,-3.9e-06,4.99999
0.08724086102294921,-3.8e-06,4.99996
0.08744086102294922,-2.7e-06,5.00005
0.08764086102294921,-3.6e-06,5.00004
0.08784086102294922,-3.6e-06,4.99999
0.08804086102294922,-3.5e-06,4.99996
0.08824086102294922,-3.7e-06,4.99998
0.08844086102294922,-3.9e-06,4.99993
0.08864086102294921,-2.7e-06,4.99997
0.08884086102294922,-3.5e-06,4.99999
0.08904086102294922,-3.7e-06,5.00002
0.08924086102294922,-3.4e-06,5.00002
0.08944086102294922,-2.9e-06,5.00002
0.08964086102294921,-3.3e-06,5.00002
0.08984086102294922,-3e-06,5.00004
0.09004086102294923,-3.6e-06,5.00001
0.09024086102294922,-3.8e-06,4.99999
0.09044086102294922,-4.2e-06,4.99997
0.09064086102294922,-3.6e-06,4.99997
0.09084086102294922,-3.1e-06,5.00001
0.09104086102294921,-3.7e-06,5.00003
0.09124086102294922,-3.7e-06,4.99994
0.09144086102294922,-3.4e-06,4.99998
0.09164086102294922,-3.3e-06,5.00004
0.09184086102294922,-3.8e-06,4.99998
0.09204086102294921,-3.4e-06,5.00005
0.09224086102294922,-3.6e-06,5.0
0.09244086102294923,-3.3e-06,5.0
0.09264086102294922,-4.1e-06,5.00001
0.09284086102294922,-3.3e-06,5.00004
0.09304086102294921,-3.5e-06,4.99999
0.09324086102294922,-3e-06,4.99997
0.09344086102294921,-3.1e-06,5.0
0.09364086102294922,-3.7e-06,5.00004
0.09384086102294922,-3.5e-06,4.99998
0.09404086102294922,-3.4e-06,5.00001
0.09424086102294922,-3.4e-06,5.00001
0.09444086102294921,-3.1e-06,4.99994
0.09464086102294922,-4e-06,5.00003
0.09484086102294922,-3.4e-06,5.00006
0.09504086102294922,-3.3e-06,5.00001
0.09524086102294922,-3.4e-06,5.00003
2.000527858734131,-3.9e-06,4.99438
2.000727858734131,-3.8e-06,4.99446
2.000927858734131,-3.3e-06,4.99439
2.001127858734131,-2.8e-06,4.99421
2.0013278587341308,-3.6e-06,4.99428
2.0015278587341307,-3.3e-06,4.99453
2.0017278587341307,-3.5e-06,4.99449
2.0019278587341307,-3.4e-06,4.99444
2.0021278587341307,-3.7e-06,4.99452
2.0023278587341307,-3.4e-06,4.99467
2.0025278587341306,-3.7e-06,4.99435
2.002727858734131,-3.6e-06,4.99429
2.002927858734131,-3.3e-06,4.99432
2.003127858734131,-3.2e-06,4.99418
2.003327858734131,-4.1e-06,4.99432
2.003527858734131,-3.9e-06,4.99457
2.003727858734131,-3.9e-06,4.99454
2.003927858734131,-3.9e-06,4.99429
2.004127858734131,-4.2e-06,4.99448
2.004327858734131,-4.1e-06,4.99454
2.004527858734131,-3.1e-06,4.99467
2.004727858734131,-3.9e-06,4.99457
2.004927858734131,-4.3e-06,4.99466
2.005127858734131,-4.2e-06,4.99462
2.0053278587341308,-3.3e-06,4.99462
2.0055278587341308,-3.9e-06,4.99429
2.0057278587341307,-3.6e-06,4.99445
2.0059278587341307,-4e-06,4.99446
2.000584858734131,-3.6e-06,4.99452
2.000784858734131,-3.7e-06,4.99467
2.000984858734131,-4e-06,4.99473
2.0011848587341308,-4e-06,4.99477
2.0013848587341307,-3.7e-06,4.99502
2.0015848587341307,-3.9e-06,5.00004
2.0017848587341307,-4.2e-06,4.99995
2.0019848587341307,-3.3e-06,4.99998
2.0021848587341307,-4.1e-06,5.00001
2.002384858734131,-3.8e-06,5.0
2.002584858734131,-3.4e-06,4.99998
2.002784858734131,-4e-06,4.99996
2.002984858734131,-3.5e-06,4.99999
2.003184858734131,-3.9e-06,5.00001
2.003384858734131,-4.3e-06,4.99994
2.003584858734131,-3.8e-06,4.99999
2.003784858734131,-3.9e-06,5.00004
2.003984858734131,-3.1e-06,4.99998
2.004184858734131,-4.3e-06,4.99996
2.004384858734131,-3.5e-06,4.99997
2.004584858734131,-3.6e-06,4.99999
2.004784858734131,-3.5e-06,4.99999
2.004984858734131,-3.6e-06,4.99998
2.0051848587341308,-3.7e-06,4.99996
2.0053848587341307,-3.4e-06,4.99998
2.0055848587341307,-3.5e-06,4.99998
2.0057848587341307,-3.8e-06,4.99998
2.0059848587341307,-3.8e-06,4.99993
2.0061848587341307,-3.9e-06,4.99999
2.0063848587341306,-4.6e-06,4.99997
2.006584858734131,-3.8e-06,5.00003
2.006784858734131,-3.4e-06,5.0
2.006984858734131,-4.1e-06,5.00004
2.007184858734131,-3.9e-06,4.99999
2.007384858734131,-4.5e-06,4.99996
2.007584858734131,-4.7e-06,4.99997
2.007784858734131,-4e-06,4.99998
2.007984858734131,-3.7e-06,5.00004
2.008184858734131,-3.6e-06,4.99997
2.008384858734131,-3.7e-06,5.00007
2.008584858734131,-3.4e-06,4.99999
2.008784858734131,-3.8e-06,5.00002
2.008984858734131,-4.1e-06,4.99996
2.0091848587341308,-4.3e-06,5.00003
2.0093848587341308,-3.4e-06,4.99997
2.0095848587341307,-3.2e-06,5.00003
2.0097848587341307,-3.3e-06,4.99996
2.0099848587341307,-3.7e-06,4.99999
2.0101848587341307,-3.9e-06,4.99999
2.0103848587341306,-3.9e-06,5.00001
2.010584858734131,-3.7e-06,4.99999
2.010784858734131,-3.8e-06,4.99997
2.010984858734131,-3.2e-06,5.00002
2.011184858734131,-3.7e-06,5.00001
2.011384858734131,-3.5e-06,5.00006
2.011584858734131,-3.7e-06,4.99999
2.011784858734131,-3.8e-06,4.99999
2.011984858734131,-3.1e-06,5.00003
2.012184858734131,-3.8e-06,4.99996
2.012384858734131,-3.9e-06,4.99996
2.012584858734131,-3.1e-06,5.0
2.012784858734131,-3.9e-06,4.99993
2.012984858734131,-3.6e-06,5.00003
2.0131848587341308,-4e-06,4.99998
2.0133848587341308,-3.1e-06,4.99994
2.0135848587341307,-3.5e-06,4.99999
2.0137848587341307,-3.6e-06,5.00003
2.0139848587341307,-3.4e-06,5.00007
2.0141848587341307,-3.1e-06,5.00001
2.0143848587341306,-3.1e-06,4.99999
2.014584858734131,-3.6e-06,4.99999
2.014784858734131,-3.6e-06,5.00003
2.014984858734131,-3.7e-06,5.00008
2.015184858734131,-3.5e-06,5.0001
2.015384858734131,-3.9e-06,5.00002
2.015584858734131,-4e-06,5.00001
2.015784858734131,-3.6e-06,4.99998
2.015984858734131,-3.2e-06,4.99998
2.016184858734131,-3.1e-06,4.99993
2.016384858734131,-3.8e-06,4.99998
2.016584858734131,-3.5e-06,4.99999
2.016784858734131,-3.6e-06,4.99996
2.016984858734131,-3.3e-06,4.99996
2.017184858734131,-3.2e-06,4.99995
2.0173848587341308,-3.6e-06,5.00001
2.0175848587341307,-3.5e-06,5.00002
2.0177848587341307,-3.7e-06,5.00003
2.0179848587341307,-3.4e-06,4.99996
2.0181848587341307,-3.6e-06,5.00001
2.0183848587341306,-3.9e-06,5.00004
2.018584858734131,-3.2e-06,4.99996
2.018784858734131,-3.7e-06,5.00003
2.018984858734131,-2.9e-06,5.00001
2.019184858734131,-3.6e-06,4.99996
2.019384858734131,-3.8e-06,5.0
2.019584858734131,-3.5e-06,4.99993
2.019784858734131,-3.3e-06,5.00002
2.019984858734131,-3.9e-06,5.0
2.020184858734131,-3.9e-06,4.99998
2.020384858734131,-3.8e-06,5.00003
2.020584858734131,-4.1e-06,5.00001
2.020784858734131,-3.4e-06,4.99999
2.020984858734131,-3.5e-06,4.99998
2.021184858734131,-3.2e-06,5.00001
2.0213848587341308,-3.5e-06,4.99998
2.0215848587341307,-4.1e-06,4.99999
2.0217848587341307,-3.6e-06,4.99999
2.0219848587341307,-3.7e-06,4.99998
2.0221848587341307,-4.1e-06,5.00001
2.0223848587341307,-3.6e-06,4.99995
2.022584858734131,-3.9e-06,4.99999
2.022784858734131,-3.3e-06,5.0
2.022984858734131,-4.3e-06,5.00002
2.023184858734131,-3.7e-06,4.99999
